,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-09,3.14,16.74
1,1,2011-09,0.75,14.53
2,2,2012-09,3.08,10.59
3,3,2013-09,1.73,14.91
4,4,2014-09,2.34,15.04
5,5,2015-09,2.74,12.34
6,6,2016-09,-2.61,18.61
7,7,2017-09,4.67,12.74
8,8,2018-09,3.3,5.74
9,9,2019-09,3.78,22.66
10,10,TTM,0.0,20.77
