,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2009-12,0.0,-24.03
1,1,1,1,1,1,1,2010-12,0.23,-23.31
2,2,2,2,2,2,2,2011-12,0.21,26.02
3,3,3,3,3,3,3,2012-12,0.54,30.06
4,4,4,4,4,4,4,2013-12,0.31,15.05
5,5,5,5,5,5,5,2014-12,0.7,16.53
6,6,6,6,6,6,6,2015-12,0.16,-3.55
7,7,7,7,7,7,7,2016-12,-0.24,-14.1
8,8,8,8,8,8,8,2017-12,-0.12,-8.41
9,9,9,9,9,9,9,2018-12,-0.29,-24.89
10,10,10,10,10,10,10,TTM,0.0,7.28
