,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-03,0.13,19.32
1,1,1,2011-03,0.1,17.78
2,2,2,2012-03,0.08,16.14
3,3,3,2013-03,0.07,17.47
4,4,4,2014-03,0.15,18.57
5,5,5,2015-03,0.14,16.98
6,6,6,2016-03,0.16,13.73
7,7,7,2017-03,0.15,11.64
8,8,8,2018-03,0.2,10.73
9,9,9,2019-03,0.16,12.22
10,10,10,TTM,0.0,13.01
