,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,0.0
1,1,1,1,1,1,2010-12,0.0,0.0
2,2,2,2,2,2,2011-12,0.0,18.28
3,3,3,3,3,3,2012-12,6.48,21.79
4,4,4,4,4,4,2013-12,6.91,23.49
5,5,5,5,5,5,2014-12,3.6,22.41
6,6,6,6,6,6,2015-12,2.73,15.62
7,7,7,7,7,7,2016-12,2.13,8.21
8,8,8,8,8,8,2017-12,2.79,7.49
9,9,9,9,9,9,2018-12,3.57,5.9
10,10,10,10,10,10,TTM,0.0,5.28
