,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2009-12,0.0,6.66
1,1,1,1,1,1,1,2010-12,1.0,7.5
2,2,2,2,2,2,2,2011-12,-0.71,8.47
3,3,3,3,3,3,3,2012-12,-2.1,6.04
4,4,4,4,4,4,4,2013-12,-0.96,6.4
5,5,5,5,5,5,5,2014-12,-0.62,7.3
6,6,6,6,6,6,6,2015-12,2.54,6.43
7,7,7,7,7,7,7,2016-12,1.07,5.22
8,8,8,8,8,8,8,2017-12,2.6,4.73
9,9,9,9,9,9,9,2018-12,2.12,5.86
10,10,10,10,10,10,10,TTM,0.0,6.2
