,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,7.09
1,1,1,1,1,2010-12,3.21,4.12
2,2,2,2,2,2011-12,2.82,0.01
3,3,3,3,3,2012-12,1.32,0.84
4,4,4,4,4,2013-12,0.56,4.39
5,5,5,5,5,2014-12,-0.03,-8.19
6,6,6,6,6,2015-12,-1.1,-4.48
7,7,7,7,7,2016-12,-0.85,-5.96
8,8,8,8,8,2017-12,-2.16,-9.09
9,9,9,9,9,2018-12,-1.09,-3.39
10,10,10,10,10,TTM,0.0,-2.33
