,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,0.0
1,1,1,1,2010-12,0.0,0.0
2,2,2,2,2011-12,-2.11,-144.26
3,3,3,3,2012-12,-2.67,-55.78
4,4,4,4,2013-12,-2.44,-26.78
5,5,5,5,2014-12,-3.27,-22.42
6,6,6,6,2015-12,-6.09,-57.54
7,7,7,7,2016-12,-7.56,-79.57
8,8,8,8,2017-12,-5.75,-72.47
9,9,9,9,2018-12,-8.01,-52.17
10,10,10,10,TTM,0.0,-54.68
