,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-12,3.65,5.13
1,1,1,1,1,1,1,2011-12,3.25,5.38
2,2,2,2,2,2,2,2012-12,-1.53,4.37
3,3,3,3,3,3,3,2013-12,-1.13,3.08
4,4,4,4,4,4,4,2014-12,-1.45,2.72
5,5,5,5,5,5,5,2015-12,0.46,3.6
6,6,6,6,6,6,6,2016-12,1.39,-17.29
7,7,7,7,7,7,7,2017-12,1.86,-3.86
8,8,8,8,8,8,8,2018-12,-2.47,6.42
9,9,9,9,9,9,9,2019-12,-0.1,6.22
10,10,10,10,10,10,10,TTM,0.0,6.22
