,FCFPS,ROIC
2010-06,0.95,10.45
2011-06,0.51,17.27
2012-06,0.42,10.61
2013-06,1.11,7.64
2014-06,1.25,5.0
2015-06,1.02,7.6
2016-06,1.28,7.04
2017-06,-0.07,8.82
2018-06,-0.03,7.42
2019-06,0.25,8.24
TTM,0.0,-0.92
