,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-01,0.0,5.29
1,1,1,1,2011-01,2.34,9.22
2,2,2,2,2012-01,3.09,11.62
3,3,3,3,2013-01,3.48,12.08
4,4,4,4,2014-01,3.38,13.19
5,5,5,5,2015-01,4.17,13.61
6,6,6,6,2016-01,2.85,10.66
7,7,7,7,2017-01,3.39,7.48
8,8,8,8,2018-01,3.59,16.29
9,9,9,9,2019-01,3.5,11.35
10,10,10,10,TTM,0.0,8.99
