,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-03,0.0,5.6
1,1,1,1,1,1,1,2011-03,1.63,8.64
2,2,2,2,2,2,2,2012-03,1.25,13.5
3,3,3,3,3,3,3,2013-03,3.32,12.49
4,4,4,4,4,4,4,2014-03,2.25,14.67
5,5,5,5,5,5,5,2015-03,1.61,14.95
6,6,6,6,6,6,6,2016-03,1.32,18.09
7,7,7,7,7,7,7,2017-03,2.0,13.6
8,8,8,8,8,8,8,2018-03,1.74,15.48
9,9,9,9,9,9,9,2019-03,2.3,20.18
10,10,10,10,10,10,10,TTM,0.0,17.38
