,FCFPS,ROIC
2009-12,0.0,0
2010-12,2.72,0
2011-12,2.86,0
2012-12,2.74,0
2013-12,1.33,0
2014-12,0.67,0
2015-12,1.58,0
2016-12,1.68,0
2017-12,2.14,0
2018-12,1.36,0
TTM,0.0,0
