,FCFPS,ROIC
2010-03,-0.88,-4.55
2011-03,-0.62,1.58
2012-03,0.18,0.29
2013-03,0.09,-11.33
2014-03,0.59,-7.45
2015-03,-0.6,-41.8
2016-03,-0.25,-33.29
2017-03,-0.02,-25.88
2018-03,-0.21,-36.37
2019-03,-0.11,-23.05
TTM,0.0,45.96
