,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-06,-1.99,-11.19
1,1,1,1,2011-06,0.96,-28.96
2,2,2,2,2012-06,0.17,-19.12
3,3,3,3,2013-06,0.51,-6.38
4,4,4,4,2014-06,0.81,10.84
5,5,5,5,2015-06,0.25,0.81
6,6,6,6,2016-06,-0.21,58.15
7,7,7,7,2017-06,-3.25,11.1
8,8,8,8,2018-06,-0.61,-5.81
9,9,9,9,2019-06,-1.88,-22.99
10,10,10,10,TTM,0.0,-12.96
