,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-01,0.0,37.55
1,1,2011-01,0.78,35.48
2,2,2012-01,0.71,38.5
3,3,2013-01,1.49,45.64
4,4,2014-01,1.12,43.39
5,5,2015-01,1.32,39.12
6,6,2016-01,1.44,38.55
7,7,2017-01,1.77,35.96
8,8,2018-01,1.79,36.23
9,9,2019-01,1.95,40.54
10,10,TTM,0.0,24.18
