,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-02,0.04,12.05
1,1,1,1,2011-02,0.36,7.73
2,2,2,2,2012-02,0.09,9.73
3,3,3,3,2013-02,0.09,5.51
4,4,4,4,2014-02,0.18,2.75
5,5,5,5,2015-02,0.05,6.2
6,6,6,6,2016-02,1.06,6.84
7,7,7,7,2017-02,-3.57,9.14
8,8,8,8,2018-02,1.0,14.4
9,9,9,9,2019-02,0.52,16.95
10,10,10,10,TTM,0.0,13.41
