,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-11,0.5,0.45
1,1,1,2011-11,-0.83,40.65
2,2,2,2012-11,-0.09,17.01
3,3,3,2013-11,-0.97,3.28
4,4,4,2014-11,0.82,5.91
5,5,5,2015-11,0.83,11.73
6,6,6,2016-11,1.5,8.53
7,7,7,2017-11,2.0,9.61
8,8,8,2018-11,1.43,4.13
9,9,9,2019-11,-0.13,-1.32
10,10,10,TTM,0.0,-1.32
