,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-12,5.12,30.64
1,1,1,1,1,1,1,2011-12,5.91,26.14
2,2,2,2,2,2,2,2012-12,0.29,15.78
3,3,3,3,3,3,3,2013-12,0.42,9.63
4,4,4,4,4,4,4,2014-12,-0.16,-2.29
5,5,5,5,5,5,5,2015-12,-2.99,-35.67
6,6,6,6,6,6,6,2016-12,-0.32,-13.85
7,7,7,7,7,7,7,2017-12,1.82,11.0
8,8,8,8,8,8,8,2018-12,2.56,15.75
9,9,9,9,9,9,9,2019-12,-0.8,1.04
10,10,10,10,10,10,10,TTM,0.0,1.04
