,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,6.1
1,1,1,2010-12,0.39,0.5
2,2,2,2011-12,1.62,-9.39
3,3,3,2012-12,2.2,-6.21
4,4,4,2013-12,1.48,11.01
5,5,5,2014-12,1.51,18.77
6,6,6,2015-12,0.01,33.91
7,7,7,2016-12,-1.49,8.23
8,8,8,2017-12,-1.99,14.31
9,9,9,2018-12,0.42,16.34
10,10,10,TTM,0.0,32.82
