,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2009-12,0.0,0.0
1,1,1,1,1,1,1,2010-12,0.0,-4.74
2,2,2,2,2,2,2,2011-12,0.0,-0.39
3,3,3,3,3,3,3,2012-12,0.0,-1.52
4,4,4,4,4,4,4,2013-12,0.0,5.66
5,5,5,5,5,5,5,2014-12,0.0,6.32
6,6,6,6,6,6,6,2015-12,0.0,-10.72
7,7,7,7,7,7,7,2016-12,0.0,5.89
8,8,8,8,8,8,8,2017-12,-0.23,15.94
9,9,9,9,9,9,9,2018-12,-1.28,9.63
10,10,10,10,10,10,10,TTM,0.0,15.24
