,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2009-12,0.0,-2.48
1,1,1,1,1,1,1,2010-12,0.04,5.68
2,2,2,2,2,2,2,2011-12,0.4,10.46
3,3,3,3,3,3,3,2012-12,0.1,15.1
4,4,4,4,4,4,4,2013-12,-0.34,-28.03
5,5,5,5,5,5,5,2014-12,0.14,-29.2
6,6,6,6,6,6,6,2015-12,-0.01,-101.51
7,7,7,7,7,7,7,2016-12,0.07,3.66
8,8,8,8,8,8,8,2017-12,-0.23,6.92
9,9,9,9,9,9,9,2018-12,-0.15,-8.54
10,10,10,10,10,10,10,TTM,0.0,-22.6
