,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,9.24
1,1,1,1,1,1,2010-12,1.89,12.95
2,2,2,2,2,2,2011-12,1.75,3.26
3,3,3,3,3,3,2012-12,3.52,18.5
4,4,4,4,4,4,2013-12,3.73,13.9
5,5,5,5,5,5,2014-12,3.68,10.95
6,6,6,6,6,6,2015-12,3.84,13.16
7,7,7,7,7,7,2016-12,3.93,7.9
8,8,8,8,8,8,2017-12,4.59,9.1
9,9,9,9,9,9,2018-12,4.52,16.45
10,10,10,10,10,10,TTM,0.0,14.2
