Date,ROIC,FCFPS
2012-12,18.66,1.36
2013-12,14.27,2.0
2014-12,16.62,1.91
2015-12,15.12,2.47
2016-12,12.24,2.16
2017-12,10.38,2.42
2018-12,21.43,3.03
2019-12,20.3,3.25
2020-12,18.93,4.73
2021-12,16.17,4.23
TTM,18.74,0.0
