,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-10,7.04,0
1,1,1,1,2011-10,6.3,0
2,2,2,2,2012-10,-2.33,0
3,3,3,3,2013-10,0.92,0
4,4,4,4,2014-10,8.59,0
5,5,5,5,2015-10,13.33,0
6,6,6,6,2016-10,9.23,0
7,7,7,7,2017-10,21.48,0
8,8,8,8,2018-10,14.66,0
9,9,9,9,2019-10,-2.68,0
10,10,10,10,TTM,0.0,0
