,FCFPS,ROIC
2009-12,0.0,6.87
2010-12,3.08,6.51
2011-12,2.61,7.43
2012-12,3.69,7.49
2013-12,2.7,7.8
2014-12,1.94,6.25
2015-12,4.45,5.41
2016-12,4.01,6.32
2017-12,4.16,8.51
2018-12,1.85,8.06
TTM,0.0,7.64
