,FCFPS,ROIC
2009-12,0.0,0
2010-12,5.0,0
2011-12,4.75,0
2012-12,4.45,0
2013-12,4.73,0
2014-12,7.67,0
2015-12,8.73,0
2016-12,11.04,0
2017-12,12.37,0
2018-12,15.0,0
TTM,0.0,0
