,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-07,0.0,-4.64
1,1,1,1,1,2011-07,0.0,-4.82
2,2,2,2,2,2012-07,0.0,-4.79
3,3,3,3,3,2013-07,0.0,-12.51
4,4,4,4,4,2013-12,0.0,0.0
5,5,5,5,5,2014-12,0.0,-37.94
6,6,6,6,6,2016-03,-0.17,-4.09
7,7,7,7,7,2017-03,-0.21,-4.41
8,8,8,8,8,2018-03,-0.75,-7.85
9,9,9,9,9,2019-03,-3.09,-15.89
10,10,10,10,10,TTM,0.0,-30.56
