,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,24.3
1,1,1,2010-12,-0.03,20.06
2,2,2,2011-12,3.24,12.89
3,3,3,2012-12,3.71,15.92
4,4,4,2013-12,1.08,16.8
5,5,5,2014-12,2.06,13.31
6,6,6,2015-12,4.5,25.17
7,7,7,2016-12,10.67,20.76
8,8,8,2017-12,4.05,15.03
9,9,9,2018-12,-8.13,10.66
10,10,10,TTM,0.0,12.22
