,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-12,5.4,13.21
1,1,1,2011-12,5.37,9.84
2,2,2,2012-12,6.6,11.24
3,3,3,2013-12,5.96,11.35
4,4,4,2014-12,9.21,10.33
5,5,5,2015-12,11.29,12.69
6,6,6,2016-12,10.41,13.3
7,7,7,2017-12,14.11,3.53
8,8,8,2018-12,15.22,16.87
9,9,9,2019-12,14.8,19.31
10,10,10,TTM,0.0,19.31
