,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.0,0.0
2011-12,0.0,0.0
2012-12,0.0,0.0
2013-12,0.0,0.0
2014-12,-0.7,0.0
2015-12,-1.23,-46.74
2016-12,-1.29,-69.88
2017-12,-0.91,-47.97
2018-12,-0.65,-58.86
TTM,0.0,-140.65
