Date,ROIC,FCFPS
2009-12,0.0,0
2010-12,0.0,0
2011-12,0.0,0
2012-12,0.0,0
2013-12,0.0,0
2014-12,0.0,0
2015-12,0.0,0
2016-12,0.0,0
2017-12,0.0,0
2018-12,-102.93,0
TTM,-33.05,0
