,FCFPS,ROIC
2009-12,0.0,0
2010-12,1.98,0
2011-12,-2.65,0
2012-12,2.08,0
2013-12,2.5,0
2014-12,3.05,0
2015-12,-1.11,0
2016-12,6.81,0
2017-12,5.18,0
2018-12,7.56,0
TTM,0.0,0
