,FCFPS,ROIC
2009-12,0.0,6.73
2010-12,2.48,7.61
2011-12,2.98,6.21
2012-12,1.33,0.46
2013-12,1.63,2.23
2014-12,1.86,0.95
2015-12,1.79,-0.05
2016-12,1.93,0.9
2017-12,0.35,2.89
2018-12,1.42,-1.83
TTM,0.0,-1.06
