,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,-0.03
1,1,2010-12,1.2,3.38
2,2,2011-12,0.89,1.51
3,3,2012-12,2.09,-1.87
4,4,2013-12,2.03,0.77
5,5,2014-12,32.07,-1.23
6,6,2015-12,1.92,-5.57
7,7,2016-12,2.06,-1.16
8,8,2017-12,1.88,-2.68
9,9,2018-12,1.78,-6.31
10,10,TTM,0.0,-4.78
