Date,ROIC,FCFPS
2010-12,4.55,0.0
2011-12,2.41,1.83
2012-12,2.59,1.53
2013-12,2.64,1.32
2014-12,3.22,1.43
2015-12,-1.38,1.09
2016-12,3.67,-0.29
2017-12,-2.49,-0.23
2018-12,-12.82,-0.07
2019-12,-3.87,0.22
TTM,7.11,0.0
