,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-12,1.31,0
1,1,1,1,1,1,1,2011-12,1.63,0
2,2,2,2,2,2,2,2012-12,1.77,0
3,3,3,3,3,3,3,2013-12,1.24,0
4,4,4,4,4,4,4,2014-12,1.27,0
5,5,5,5,5,5,5,2015-12,1.64,0
6,6,6,6,6,6,6,2016-12,1.53,0
7,7,7,7,7,7,7,2017-12,1.6,0
8,8,8,8,8,8,8,2018-12,1.88,0
9,9,9,9,9,9,9,2019-12,1.56,0
10,10,10,10,10,10,10,TTM,0.0,0
