,FCFPS,ROIC
2010-12,0.84,4.82
2011-12,0.89,2.61
2012-12,3.46,20.43
2013-12,0.15,-3.69
2014-12,0.82,-3.68
2015-12,2.44,11.6
2016-12,2.58,1.94
2017-12,2.08,-1.35
2018-12,3.6,11.17
2019-12,5.98,12.24
TTM,0.0,12.24
