,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-06,2.89,14.72
1,1,1,2011-06,2.87,15.73
2,2,2,2012-06,3.26,21.98
3,3,3,2013-06,2.53,22.21
4,4,4,2014-06,2.97,17.21
5,5,5,2015-06,3.52,24.68
6,6,6,2016-06,2.72,26.33
7,7,7,2017-06,4.11,27.84
8,8,8,2018-06,3.99,28.58
9,9,9,2019-06,4.78,36.03
10,10,10,TTM,0.0,31.65
