,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,27.46
1,1,1,2010-12,8.79,26.51
2,2,2,2011-12,9.07,29.11
3,3,3,2012-12,17.46,29.36
4,4,4,2013-12,17.65,30.24
5,5,5,2014-12,14.08,27.29
6,6,6,2015-12,12.67,28.57
7,7,7,2016-12,16.46,25.95
8,8,8,2017-12,9.26,17.33
9,9,9,2018-12,7.15,19.0
10,10,10,TTM,0.0,19.57
