,FCFPS,ROIC
2010-01,0.0,2.34
2011-01,-1.68,2.55
2012-01,2.64,3.98
2013-01,0.54,6.66
2014-01,0.24,5.94
2015-01,0.78,9.03
2016-01,1.96,10.79
2017-01,3.06,11.23
2018-01,1.88,10.67
2019-01,1.76,13.69
TTM,0.0,7.83
