,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,16.04
1,1,1,1,1,2010-12,11.83,24.81
2,2,2,2,2,2011-12,16.04,25.69
3,3,3,3,3,2012-12,10.56,18.9
4,4,4,4,4,2013-12,16.91,13.5
5,5,5,5,5,2014-12,9.87,12.36
6,6,6,6,6,2015-12,-2.89,4.19
7,7,7,7,7,2016-12,3.98,0.56
8,8,8,8,8,2017-12,12.97,5.01
9,9,9,9,9,2018-12,18.41,10.08
10,10,10,10,10,TTM,0.0,10.56
