,FCFPS,ROIC
2010-08,0.25,10.27
2011-08,0.18,6.29
2012-08,0.52,17.46
2013-08,0.42,16.33
2014-08,0.06,9.5
2015-08,0.08,9.82
2016-08,1.05,12.07
2017-08,-0.01,14.55
2018-08,0.43,14.11
2019-08,0.18,9.89
TTM,0.0,8.32
