,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-01,0.0,5.08
1,1,1,2011-01,3.08,13.04
2,2,2,2012-01,2.61,11.7
3,3,3,2013-01,2.21,11.24
4,4,4,2014-01,0.63,10.12
5,5,5,2015-01,0.28,6.16
6,6,6,2016-01,2.13,7.36
7,7,7,2017-01,6.02,8.48
8,8,8,2018-01,23.01,7.97
9,9,9,2019-01,9.56,-26.21
10,10,10,TTM,0.0,-6.53
