,FCFPS,ROIC
2009-12,0.0,0
2010-12,2.61,0
2011-12,2.97,0
2012-12,2.27,0
2013-12,2.07,0
2014-12,1.79,0
2015-12,0.9,0
2016-12,1.36,0
2017-12,1.46,0
2018-12,1.14,0
TTM,0.0,0
