,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,11.82
1,1,1,1,1,2010-12,0.38,13.65
2,2,2,2,2,2011-12,0.46,12.16
3,3,3,3,3,2012-12,0.33,17.6
4,4,4,4,4,2013-12,0.57,13.55
5,5,5,5,5,2014-12,0.85,15.27
6,6,6,6,6,2015-12,0.35,12.47
7,7,7,7,7,2016-12,0.45,6.4
8,8,8,8,8,2017-12,0.47,6.43
9,9,9,9,9,2018-12,-0.25,7.76
10,10,10,10,10,TTM,0.0,15.33
