,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-12,-1.59,8.03
1,1,1,1,2011-12,-0.41,-1.88
2,2,2,2,2012-12,-0.82,-20.68
3,3,3,3,2013-12,-0.56,-11.76
4,4,4,4,2014-12,-0.39,-10.95
5,5,5,5,2015-12,-0.05,-1.71
6,6,6,6,2016-12,0.09,0.0
7,7,7,7,2017-12,0.27,0.0
8,8,8,8,2018-12,0.3,13.09
9,9,9,9,2019-12,0.59,10.58
10,10,10,10,TTM,0.0,10.58
