,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-12,4.32,12.31
1,1,1,1,2011-12,6.08,13.64
2,2,2,2,2012-12,7.16,9.55
3,3,3,3,2013-12,3.29,8.03
4,4,4,4,2014-12,7.78,13.14
5,5,5,5,2015-12,4.74,14.66
6,6,6,6,2016-12,4.26,5.56
7,7,7,7,2017-12,7.91,6.15
8,8,8,8,2018-12,7.5,6.26
9,9,9,9,2019-12,7.77,7.21
10,10,10,10,TTM,0.0,7.21
