,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-08,0.41,1.19
1,1,1,1,1,1,1,2011-08,0.58,5.78
2,2,2,2,2,2,2,2012-08,0.61,7.95
3,3,3,3,3,3,3,2013-08,0.6,12.1
4,4,4,4,4,4,4,2014-08,0.31,13.54
5,5,5,5,5,5,5,2015-08,1.08,8.01
6,6,6,6,6,6,6,2016-08,1.73,5.76
7,7,7,7,7,7,7,2017-08,0.8,-4.42
8,8,8,8,8,8,8,2018-08,0.13,-3.12
9,9,9,9,9,9,9,2019-08,1.43,0.54
10,10,10,10,10,10,10,TTM,0.0,1.22
