,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,-156.17
1,1,2010-12,-141.5,-439.8
2,2,2011-12,-91.99,-26.89
3,3,2012-12,-14.42,-26.84
4,4,2013-12,-18.97,-89.63
5,5,2014-12,-61.91,-69.99
6,6,2015-12,-23.43,-19.7
7,7,2016-12,538.24,0.0
8,8,2017-12,568.43,-170.41
9,9,2018-12,-11.52,-95.4
10,10,TTM,0.0,-92.03
