,FCFPS,ROIC
2010-01,0.0,5.53
2011-01,0.68,4.67
2012-01,-1.49,-3.57
2013-01,-0.11,-16.82
2014-01,-0.73,21.38
2015-01,2.41,0.24
2016-01,-2.53,-4.4
2017-01,0.01,-14.31
2018-01,-0.66,-13.4
2019-01,0.05,0.43
TTM,0.0,3.93
