,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,7.45
1,1,1,2010-12,1.1,8.4
2,2,2,2011-12,1.28,8.95
3,3,3,2012-12,1.71,8.88
4,4,4,2013-12,1.58,11.63
5,5,5,2014-12,1.9,9.97
6,6,6,2015-12,1.57,8.92
7,7,7,2016-12,3.29,8.38
8,8,8,2017-12,2.29,5.59
9,9,9,2018-12,3.07,6.64
10,10,10,TTM,0.0,8.99
