,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,-2.34
1,1,1,1,2010-12,-0.55,0.92
2,2,2,2,2011-12,-0.46,1.67
3,3,3,3,2012-12,0.12,0.7
4,4,4,4,2013-12,-0.36,1.17
5,5,5,5,2014-12,1.53,3.19
6,6,6,6,2015-12,1.23,3.43
7,7,7,7,2016-12,1.27,2.86
8,8,8,8,2017-12,1.38,3.55
9,9,9,9,2018-12,0.25,4.91
10,10,10,10,TTM,0.0,4.07
