,FCFPS,ROIC
2009-12,0.0,-8.15
2010-12,-0.03,-14.49
2011-12,-0.24,-7.33
2012-12,1.09,-2.86
2013-12,0.24,-11.53
2014-12,0.4,-8.98
2015-12,0.35,-12.08
2016-12,0.15,-8.41
2017-12,0.64,-4.2
2018-12,0.8,1.39
TTM,0.0,-0.47
