,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-09,1.52,8.89
1,1,1,2011-09,1.15,7.9
2,2,2,2012-09,1.78,6.75
3,3,3,2013-09,2.51,7.36
4,4,4,2014-09,2.59,7.86
5,5,5,2015-09,3.72,6.94
6,6,6,2016-09,3.01,7.72
7,7,7,2017-09,1.63,8.12
8,8,8,2018-09,2.74,11.73
9,9,9,2019-09,2.21,4.82
10,10,10,TTM,0.0,6.39
