,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,0.0
1,1,2010-12,-5.05,0.0
2,2,2011-12,-8.79,0.0
3,3,2012-12,-11.14,-231.8
4,4,2013-12,-10.96,0.0
5,5,2014-12,-6.08,0.0
6,6,2015-12,-2.37,-302.83
7,7,2016-12,-0.78,-30.54
8,8,2017-12,-0.46,-199.65
9,9,2018-12,-0.42,-999.78
10,10,TTM,0.0,0.0
