,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,8.26
1,1,1,2010-12,0.0,9.02
2,2,2,2011-12,0.0,5.9
3,3,3,2012-12,-1.25,1.26
4,4,4,2013-12,-1.53,8.54
5,5,5,2014-12,-0.78,9.39
6,6,6,2015-12,-0.13,3.87
7,7,7,2016-12,1.17,10.92
8,8,8,2017-12,1.71,11.54
9,9,9,2018-12,-0.92,10.38
10,10,10,TTM,0.0,8.08
