,FCFPS,ROIC
2009-12,0.0,0
2010-12,1.71,0
2011-12,1.01,0
2012-12,1.74,0
2013-12,3.02,0
2014-12,1.86,0
2015-12,2.72,0
2016-12,1.61,0
2017-12,2.02,0
2018-12,-2.68,0
TTM,0.0,0
