,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,1.5
1,1,1,2010-12,0.71,-11.18
2,2,2,2011-12,1.48,9.7
3,3,3,2012-12,0.99,10.89
4,4,4,2013-12,1.55,9.62
5,5,5,2014-12,0.15,-0.98
6,6,6,2015-12,0.65,6.99
7,7,7,2016-12,1.43,2.08
8,8,8,2017-12,1.48,-1.84
9,9,9,2018-12,1.43,0.11
10,10,10,TTM,0.0,8.62
