,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-10,0.71,11.09
1,1,1,1,1,2011-10,0.89,13.86
2,2,2,2,2,2012-10,0.95,13.17
3,3,3,3,3,2013-10,1.04,12.12
4,4,4,4,4,2014-10,1.14,12.43
5,5,5,5,5,2015-10,1.26,12.38
6,6,6,6,6,2016-10,1.48,12.46
7,7,7,7,7,2017-10,1.69,11.84
8,8,8,8,8,2018-10,2.37,14.62
9,9,9,9,9,2019-10,2.91,16.62
10,10,10,10,10,TTM,0.0,16.62
