,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,13.03
1,1,1,1,2010-12,0.04,9.07
2,2,2,2,2011-12,1.01,11.63
3,3,3,3,2012-12,1.06,16.78
4,4,4,4,2013-12,1.28,19.02
5,5,5,5,2014-12,1.18,7.05
6,6,6,6,2015-12,2.81,6.62
7,7,7,7,2016-12,1.6,8.1
8,8,8,8,2017-12,1.29,10.42
9,9,9,9,2018-12,2.34,8.87
10,10,10,10,TTM,0.0,9.0
