,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2009-12,0.0,2.64
1,1,1,1,1,1,1,2010-12,-4.84,3.45
2,2,2,2,2,2,2,2011-12,-5.26,3.29
3,3,3,3,3,3,3,2012-12,-2.65,-2.83
4,4,4,4,4,4,4,2013-12,-0.25,2.56
5,5,5,5,5,5,5,2014-12,-1.43,10.82
6,6,6,6,6,6,6,2015-12,0.05,-54.38
7,7,7,7,7,7,7,2016-12,0.19,19.67
8,8,8,8,8,8,8,2017-12,-0.36,11.81
9,9,9,9,9,9,9,2018-12,0.14,16.38
10,10,10,10,10,10,10,TTM,0.0,17.68
