,FCFPS,ROIC
2010-06,-4.2,1.62
2011-06,-2.4,4.38
2012-06,-0.47,5.0
2013-06,-3.03,3.5
2014-06,0.59,2.97
2015-06,1.84,2.73
2016-06,-17.85,-2.17
2017-06,0.41,4.31
2018-06,4.84,-3.43
2019-06,3.76,4.86
TTM,0.0,7.61
