Date,ROIC,FCFPS
2010-12,2.24,0.0
2011-12,2.64,0.22
2012-12,2.09,-0.02
2013-12,2.87,0.29
2014-12,4.66,-0.08
2015-12,6.71,-0.28
2016-12,6.54,0.19
2017-12,8.32,0.5
2018-12,16.44,1.02
2019-12,5.99,0.68
TTM,4.53,0.0
