,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,0.0
1,1,1,1,1,2010-12,1.77,0.0
2,2,2,2,2,2011-12,1.64,27.33
3,3,3,3,3,2012-12,3.08,9.01
4,4,4,4,4,2013-12,3.42,14.53
5,5,5,5,5,2014-12,2.97,13.36
6,6,6,6,6,2015-12,2.21,6.76
7,7,7,7,7,2016-12,3.16,8.46
8,8,8,8,8,2017-12,3.5,13.18
9,9,9,9,9,2018-12,3.81,15.89
10,10,10,10,10,TTM,0.0,15.73
